Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,class,who,adult_male,deck,embark_town,alive,alone,Title,FamilySize,IsAlone,FarePerPerson
0,3,1,45.0,0,0,7.75,0,Third,woman,False,,Southampton,no,True,3,1,1,7.75
0,3,0,32.0,0,0,7.925,0,Third,man,True,,Southampton,no,True,1,1,1,7.925
0,3,1,18.0,0,1,14.4542,1,Third,woman,False,,Cherbourg,no,False,3,2,0,7.2271
0,2,1,44.0,1,0,26.0,0,Second,woman,False,,Southampton,no,False,3,2,0,13.0
1,1,1,47.0,1,1,52.5542,0,First,woman,False,D,Southampton,yes,False,3,3,0,17.5181
0,2,0,36.5,0,2,26.0,0,Second,man,True,F,Southampton,no,False,1,3,0,8.6667
0,2,0,30.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
1,2,1,27.0,0,0,10.5,0,Second,woman,False,E,Southampton,yes,True,3,1,1,10.5
1,3,0,29.0,0,0,9.5,0,Third,man,True,,Southampton,yes,True,1,1,1,9.5
0,1,0,71.0,0,0,49.5042,1,First,man,True,,Cherbourg,no,True,1,1,1,49.5042
1,1,1,52.0,1,1,93.5,0,First,woman,False,B,Southampton,yes,False,3,3,0,31.1667
0,3,1,43.0,1,6,46.9,0,Third,woman,False,,Southampton,no,False,3,8,0,5.8625
0,3,0,22.0,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
1,3,1,28.5,2,0,23.25,2,Third,woman,False,,Queenstown,yes,False,3,3,0,7.75
1,1,1,28.5,0,1,55.0,0,First,woman,False,E,Southampton,yes,False,3,2,0,27.5
0,3,0,26.0,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
0,3,1,25.0,1,0,7.925,0,Third,woman,False,,Southampton,no,False,3,2,0,3.9625
0,1,0,28.5,0,0,0.0,0,First,man,True,B,Southampton,no,True,1,1,1,0.0
1,1,1,31.0,0,2,164.8667,0,First,woman,False,C,Southampton,yes,False,3,3,0,54.9556
1,3,0,45.0,0,0,8.05,0,Third,man,True,,Southampton,yes,True,1,1,1,8.05
0,3,0,22.0,0,0,7.25,0,Third,man,True,,Southampton,no,True,1,1,1,7.25
1,1,1,49.0,1,0,76.7292,1,First,woman,False,D,Cherbourg,yes,False,3,2,0,38.3646
1,2,1,22.0,1,2,41.5792,1,Second,woman,False,,Cherbourg,yes,False,3,4,0,10.3948
1,3,1,4.0,0,2,22.025,0,Third,child,False,,Southampton,yes,False,2,3,0,7.3417
1,3,1,29.0,0,2,15.2458,1,Third,woman,False,,Cherbourg,yes,False,3,3,0,5.0819
0,2,0,34.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
1,1,1,48.0,0,0,25.9292,0,First,woman,False,D,Southampton,yes,True,3,1,1,25.9292
0,2,1,27.0,1,0,21.0,0,Second,woman,False,,Southampton,no,False,3,2,0,10.5
1,1,1,54.0,1,0,59.4,1,First,woman,False,,Cherbourg,yes,False,3,2,0,29.7
1,2,0,28.5,0,0,13.8625,1,Second,man,True,,Cherbourg,yes,True,1,1,1,13.8625
1,2,1,19.0,1,0,26.0,0,Second,woman,False,,Southampton,yes,False,3,2,0,13.0
1,1,1,22.0,1,0,66.6,0,First,woman,False,C,Southampton,yes,False,3,2,0,33.3
0,1,0,45.5,0,0,28.5,0,First,man,True,C,Southampton,no,True,1,1,1,28.5
0,1,0,28.5,0,0,27.7208,1,First,man,True,,Cherbourg,no,True,1,1,1,27.7208
0,3,0,23.0,0,0,7.8542,0,Third,man,True,,Southampton,no,True,1,1,1,7.8542
0,3,0,30.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,0,28.5,0,0,7.2292,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.2292
0,2,0,34.0,1,0,21.0,0,Second,man,True,,Southampton,no,False,1,2,0,10.5
1,3,0,31.0,0,0,7.925,0,Third,man,True,,Southampton,yes,True,1,1,1,7.925
0,3,0,28.5,8,2,69.55,0,Third,man,True,,Southampton,no,False,1,11,0,6.3227
0,3,0,40.0,1,4,27.9,0,Third,man,True,,Southampton,no,False,1,6,0,4.65
1,3,1,28.5,0,0,7.75,2,Third,woman,False,,Queenstown,yes,True,3,1,1,7.75
0,2,0,32.0,0,0,10.5,0,Second,man,True,,Southampton,no,True,1,1,1,10.5
0,3,0,20.0,0,0,9.225,0,Third,man,True,,Southampton,no,True,1,1,1,9.225
0,1,0,27.0,0,2,211.5,1,First,man,True,C,Cherbourg,no,False,1,3,0,70.5
1,2,1,32.5,0,0,13.0,0,Second,woman,False,E,Southampton,yes,True,3,1,1,13.0
1,1,1,44.0,0,0,27.7208,1,First,woman,False,B,Cherbourg,yes,True,3,1,1,27.7208
0,2,0,23.0,0,0,15.0458,1,Second,man,True,,Cherbourg,no,True,1,1,1,15.0458
0,3,0,34.0,1,1,14.4,0,Third,man,True,,Southampton,no,False,1,3,0,4.8
1,2,0,32.0,1,0,26.0,0,Second,man,True,,Southampton,yes,False,1,2,0,13.0
1,1,0,4.0,0,2,81.8583,0,First,child,False,A,Southampton,yes,False,4,3,0,27.2861
0,3,1,2.0,4,2,31.275,0,Third,child,False,,Southampton,no,False,2,7,0,4.4679
0,2,0,28.5,0,0,0.0,0,Second,man,True,,Southampton,no,True,1,1,1,0.0
0,2,0,25.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,3,0,24.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,0,21.0,0,0,8.6625,0,Third,man,True,,Southampton,no,True,1,1,1,8.6625
0,2,0,31.0,0,0,10.5,0,Second,man,True,,Southampton,no,True,1,1,1,10.5
0,2,0,54.0,0,0,14.0,0,Second,man,True,,Southampton,no,True,1,1,1,14.0
1,3,1,33.0,3,0,15.85,0,Third,woman,False,,Southampton,yes,False,3,4,0,3.9625
0,2,0,23.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,2,0,19.0,1,1,36.75,0,Second,man,True,,Southampton,no,False,1,3,0,12.25
0,3,0,65.0,0,0,7.75,2,Third,man,True,,Queenstown,no,True,1,1,1,7.75
0,3,0,28.5,1,0,19.9667,0,Third,man,True,,Southampton,no,False,1,2,0,9.9834
1,2,1,42.0,0,0,13.0,0,Second,woman,False,,Southampton,yes,True,3,1,1,13.0
0,2,0,18.0,0,0,11.5,0,Second,man,True,,Southampton,no,True,1,1,1,11.5
0,2,0,27.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,1,0,54.0,0,1,77.2875,0,First,man,True,D,Southampton,no,False,1,2,0,38.6438
0,3,0,28.5,0,0,7.2292,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.2292
0,1,0,47.0,0,0,52.0,0,First,man,True,C,Southampton,no,True,1,1,1,52.0
0,3,0,11.0,5,2,46.9,0,Third,child,False,,Southampton,no,False,4,8,0,5.8625
0,2,0,21.0,2,0,73.5,0,Second,man,True,,Southampton,no,False,1,3,0,24.5
0,2,0,29.0,0,0,10.5,0,Second,man,True,,Southampton,no,True,1,1,1,10.5
0,3,0,39.0,0,0,24.15,0,Third,man,True,,Southampton,no,True,1,1,1,24.15
0,3,1,39.0,0,5,29.125,2,Third,woman,False,,Queenstown,no,False,3,6,0,4.8542
0,3,0,36.0,1,0,15.55,0,Third,man,True,,Southampton,no,False,1,2,0,7.775
1,1,1,17.0,1,0,108.9,1,First,woman,False,C,Cherbourg,yes,False,2,2,0,54.45
0,3,0,28.5,0,0,8.6625,0,Third,man,True,,Southampton,no,True,1,1,1,8.6625
0,3,1,11.0,4,2,31.275,0,Third,child,False,,Southampton,no,False,2,7,0,4.4679
0,3,1,47.0,1,0,14.5,0,Third,woman,False,,Southampton,no,False,3,2,0,7.25
0,1,0,28.5,0,0,26.0,0,First,man,True,A,Southampton,no,True,1,1,1,26.0
1,3,1,38.0,1,5,31.3875,0,Third,woman,False,,Southampton,yes,False,3,7,0,4.4839
1,2,1,28.5,0,0,12.35,2,Second,woman,False,E,Queenstown,yes,True,3,1,1,12.35
1,1,1,19.0,0,0,30.0,0,First,woman,False,B,Southampton,yes,True,3,1,1,30.0
1,1,1,48.0,1,0,39.6,1,First,woman,False,A,Cherbourg,yes,False,3,2,0,19.8
0,3,0,28.5,0,0,7.7375,2,Third,man,True,,Queenstown,no,True,1,1,1,7.7375
1,1,1,28.5,1,0,146.5208,1,First,woman,False,B,Cherbourg,yes,False,3,2,0,73.2604
0,1,0,40.0,0,0,0.0,0,First,man,True,B,Southampton,no,True,1,1,1,0.0
0,3,0,31.0,0,0,7.775,0,Third,man,True,,Southampton,no,True,1,1,1,7.775
0,3,1,8.0,3,1,21.075,0,Third,child,False,,Southampton,no,False,2,5,0,4.215
1,3,0,26.0,0,0,18.7875,1,Third,man,True,,Cherbourg,yes,True,1,1,1,18.7875
0,2,0,24.0,2,0,73.5,0,Second,man,True,,Southampton,no,False,1,3,0,24.5
0,3,0,22.0,0,0,7.2292,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.2292
1,2,1,4.0,1,1,23.0,0,Second,child,False,,Southampton,yes,False,2,3,0,7.6667
1,1,0,45.0,0,0,26.55,0,First,man,True,,Southampton,yes,True,1,1,1,26.55
1,1,1,42.0,0,0,227.525,1,First,woman,False,,Cherbourg,yes,True,3,1,1,227.525
1,1,0,32.0,0,0,30.5,1,First,man,True,B,Cherbourg,yes,True,1,1,1,30.5
0,3,0,51.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,1,14.5,1,0,14.4542,1,Third,child,False,,Cherbourg,no,False,2,2,0,7.2271
0,3,0,28.5,0,0,7.05,0,Third,man,True,,Southampton,no,True,1,1,1,7.05
0,3,0,27.0,1,0,14.4542,1,Third,man,True,,Cherbourg,no,False,1,2,0,7.2271
0,1,0,28.5,0,0,26.55,0,First,man,True,C,Southampton,no,True,1,1,1,26.55
0,3,0,8.0,4,1,29.125,2,Third,child,False,,Queenstown,no,False,4,6,0,4.8542
0,2,0,42.0,1,0,27.0,0,Second,man,True,,Southampton,no,False,1,2,0,13.5
1,1,1,40.0,1,1,134.5,1,First,woman,False,E,Cherbourg,yes,False,3,3,0,44.8333
1,3,1,5.0,4,2,31.3875,0,Third,child,False,,Southampton,yes,False,2,7,0,4.4839
0,3,0,30.0,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
1,3,1,28.5,0,0,7.75,2,Third,woman,False,,Queenstown,yes,True,3,1,1,7.75
0,3,0,4.0,4,1,29.125,2,Third,child,False,,Queenstown,no,False,4,6,0,4.8542
1,2,0,0.83,1,1,18.75,0,Second,child,False,,Southampton,yes,False,4,3,0,6.25
1,2,1,28.0,1,0,26.0,0,Second,woman,False,,Southampton,yes,False,3,2,0,13.0
0,3,0,20.0,0,0,4.0125,1,Third,man,True,,Cherbourg,no,True,1,1,1,4.0125
0,3,0,28.5,0,0,7.225,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.225
0,1,0,28.5,0,0,30.6958,1,First,man,True,,Cherbourg,no,True,1,1,1,30.6958
0,3,0,17.0,0,0,8.6625,0,Third,man,True,,Southampton,no,True,1,1,1,8.6625
0,3,0,28.5,0,0,8.7125,1,Third,man,True,,Cherbourg,no,True,1,1,1,8.7125
0,3,0,29.0,0,0,7.775,0,Third,man,True,,Southampton,no,True,1,1,1,7.775
0,3,0,35.0,0,0,7.125,0,Third,man,True,,Southampton,no,True,1,1,1,7.125
0,3,1,6.0,4,2,31.275,0,Third,child,False,,Southampton,no,False,2,7,0,4.4679
1,3,1,19.0,0,0,7.8792,2,Third,woman,False,,Queenstown,yes,True,3,1,1,7.8792
0,3,0,21.0,0,0,7.8542,0,Third,man,True,,Southampton,no,True,1,1,1,7.8542
0,3,0,20.0,0,0,9.8458,0,Third,man,True,,Southampton,no,True,1,1,1,9.8458
1,2,1,7.0,0,2,26.25,0,Second,child,False,,Southampton,yes,False,2,3,0,8.75
1,3,0,39.0,0,0,7.925,0,Third,man,True,,Southampton,yes,True,1,1,1,7.925
0,3,0,26.0,1,0,14.4542,1,Third,man,True,,Cherbourg,no,False,1,2,0,7.2271
0,3,1,45.0,0,1,14.4542,1,Third,woman,False,,Cherbourg,no,False,3,2,0,7.2271
0,3,0,33.0,1,1,20.525,0,Third,man,True,,Southampton,no,False,1,3,0,6.8417
1,2,0,2.0,1,1,26.0,0,Second,child,False,F,Southampton,yes,False,4,3,0,8.6667
1,1,1,28.5,1,0,89.1042,1,First,woman,False,C,Cherbourg,yes,False,3,2,0,44.5521
0,3,1,26.0,1,0,16.1,0,Third,woman,False,,Southampton,no,False,3,2,0,8.05
1,3,0,32.0,0,0,56.4958,0,Third,man,True,,Southampton,yes,True,1,1,1,56.4958
1,1,1,35.0,0,0,135.6333,0,First,woman,False,C,Southampton,yes,True,3,1,1,135.6333
0,3,1,28.0,1,1,14.4,0,Third,woman,False,,Southampton,no,False,3,3,0,4.8
0,3,0,39.0,1,5,31.275,0,Third,man,True,,Southampton,no,False,1,7,0,4.4679
0,3,0,28.0,0,0,9.5,0,Third,man,True,,Southampton,no,True,1,1,1,9.5
0,1,0,37.0,0,1,29.7,1,First,man,True,C,Cherbourg,no,False,1,2,0,14.85
0,3,0,28.5,0,0,7.25,0,Third,man,True,,Southampton,no,True,1,1,1,7.25
0,3,0,4.0,4,2,31.275,0,Third,child,False,,Southampton,no,False,4,7,0,4.4679
1,1,0,23.0,0,1,63.3583,1,First,man,True,D,Cherbourg,yes,False,1,2,0,31.6792
0,3,0,38.0,0,0,7.05,0,Third,man,True,,Southampton,no,True,1,1,1,7.05
0,3,0,25.0,0,0,7.05,0,Third,man,True,,Southampton,no,True,1,1,1,7.05
1,2,1,29.0,0,0,10.5,0,Second,woman,False,F,Southampton,yes,True,3,1,1,10.5
0,1,0,54.0,0,0,51.8625,0,First,man,True,E,Southampton,no,True,1,1,1,51.8625
1,2,1,24.0,0,2,14.5,0,Second,woman,False,,Southampton,yes,False,3,3,0,4.8333
0,3,0,28.0,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
1,3,1,28.5,0,2,22.3583,1,Third,woman,False,,Cherbourg,yes,False,3,3,0,7.4528
0,3,1,14.0,0,0,7.8542,0,Third,child,False,,Southampton,no,True,2,1,1,7.8542
1,2,1,41.0,0,1,19.5,0,Second,woman,False,,Southampton,yes,False,3,2,0,9.75
0,3,0,28.5,0,0,14.5,0,Third,man,True,,Southampton,no,True,1,1,1,14.5
1,2,1,50.0,0,0,10.5,0,Second,woman,False,,Southampton,yes,True,3,1,1,10.5
0,3,0,28.5,0,0,7.2292,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.2292
0,3,0,21.0,0,0,7.775,0,Third,man,True,,Southampton,no,True,1,1,1,7.775
1,1,1,22.0,0,2,49.5,1,First,woman,False,B,Cherbourg,yes,False,3,3,0,16.5
0,3,0,24.0,0,0,7.4958,0,Third,man,True,,Southampton,no,True,1,1,1,7.4958
1,2,1,21.0,0,0,10.5,0,Second,woman,False,,Southampton,yes,True,3,1,1,10.5
0,3,0,51.0,0,0,7.0542,0,Third,man,True,,Southampton,no,True,1,1,1,7.0542
1,2,1,24.0,2,1,27.0,0,Second,woman,False,,Southampton,yes,False,3,4,0,6.75
0,2,0,19.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,3,0,22.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,1,0,61.0,0,0,33.5,0,First,man,True,B,Southampton,no,True,1,1,1,33.5
0,3,0,28.5,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,0,19.0,0,0,10.1708,0,Third,man,True,,Southampton,no,True,1,1,1,10.1708
0,3,0,28.5,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
1,3,1,22.0,0,0,7.75,2,Third,woman,False,,Queenstown,yes,True,3,1,1,7.75
0,3,0,28.0,0,0,22.525,0,Third,man,True,,Southampton,no,True,1,1,1,22.525
1,2,1,54.0,1,3,23.0,0,Second,woman,False,,Southampton,yes,False,3,5,0,4.6
0,3,0,41.0,0,0,7.125,0,Third,man,True,,Southampton,no,True,1,1,1,7.125
0,3,0,28.5,0,0,7.2292,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.2292
0,3,0,28.5,0,0,7.8958,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.8958
0,2,0,21.0,1,0,11.5,0,Second,man,True,,Southampton,no,False,1,2,0,5.75
1,2,1,40.0,1,1,39.0,0,Second,woman,False,,Southampton,yes,False,3,3,0,13.0
0,2,0,36.0,0,0,10.5,0,Second,man,True,,Southampton,no,True,1,1,1,10.5
1,2,1,29.0,1,0,26.0,0,Second,woman,False,,Southampton,yes,False,3,2,0,13.0
1,3,1,15.0,1,0,14.4542,1,Third,child,False,,Cherbourg,yes,False,2,2,0,7.2271
0,3,0,40.5,0,0,7.75,2,Third,man,True,,Queenstown,no,True,1,1,1,7.75
1,3,0,29.0,0,0,7.75,2,Third,man,True,,Queenstown,yes,True,1,1,1,7.75
1,2,1,33.0,0,2,26.0,0,Second,woman,False,,Southampton,yes,False,3,3,0,8.6667
0,3,0,19.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,2,0,35.0,0,0,10.5,0,Second,man,True,,Southampton,no,True,1,1,1,10.5
1,1,1,18.0,2,2,262.375,1,First,woman,False,B,Cherbourg,yes,False,3,5,0,52.475
0,3,1,18.0,1,0,17.8,0,Third,woman,False,,Southampton,no,False,3,2,0,8.9
0,1,0,28.5,0,0,42.4,0,First,man,True,,Southampton,no,True,1,1,1,42.4
0,3,0,28.5,0,0,7.7333,2,Third,man,True,,Queenstown,no,True,1,1,1,7.7333
0,3,0,28.5,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,1,0,21.0,0,1,77.2875,0,First,man,True,D,Southampton,no,False,1,2,0,38.6438
1,3,1,28.5,0,0,7.8292,2,Third,woman,False,,Queenstown,yes,True,3,1,1,7.8292
1,1,1,39.0,1,1,110.8833,1,First,woman,False,C,Cherbourg,yes,False,3,3,0,36.9611
0,3,0,20.0,0,0,7.8542,0,Third,man,True,,Southampton,no,True,1,1,1,7.8542
0,1,0,58.0,0,0,29.7,1,First,man,True,B,Cherbourg,no,True,1,1,1,29.7
1,1,0,49.0,1,0,56.9292,1,First,man,True,A,Cherbourg,yes,False,1,2,0,28.4646
1,3,1,5.0,2,1,19.2583,1,Third,child,False,,Cherbourg,yes,False,2,4,0,4.8146
1,1,1,39.0,1,1,79.65,0,First,woman,False,E,Southampton,yes,False,3,3,0,26.55
0,3,0,17.0,0,0,8.6625,0,Third,man,True,,Southampton,no,True,1,1,1,8.6625
0,1,0,65.0,0,1,61.9792,1,First,man,True,B,Cherbourg,no,False,1,2,0,30.9896
1,1,1,28.5,1,0,133.65,0,First,woman,False,,Southampton,yes,False,3,2,0,66.825
1,1,1,28.5,0,0,110.8833,1,First,woman,False,,Cherbourg,yes,True,3,1,1,110.8833
0,3,0,21.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,1,0,31.0,0,0,50.4958,0,First,man,True,A,Southampton,no,True,1,1,1,50.4958
1,3,0,32.0,0,0,7.925,0,Third,man,True,,Southampton,yes,True,1,1,1,7.925
0,2,0,39.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,3,0,20.0,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
1,2,0,34.0,0,0,13.0,0,Second,man,True,D,Southampton,yes,True,1,1,1,13.0
0,1,0,47.0,0,0,25.5875,0,First,man,True,E,Southampton,no,True,1,1,1,25.5875
1,1,0,36.0,0,0,26.2875,0,First,man,True,E,Southampton,yes,True,1,1,1,26.2875
0,3,0,21.0,0,0,16.1,0,Third,man,True,,Southampton,no,True,1,1,1,16.1
0,3,0,28.5,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,0,28.5,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
0,3,1,30.0,0,0,8.6625,0,Third,woman,False,,Southampton,no,True,3,1,1,8.6625
0,3,0,28.5,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
0,3,0,28.5,0,0,7.225,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.225
0,3,0,33.0,0,0,8.6542,0,Third,man,True,,Southampton,no,True,1,1,1,8.6542
1,1,1,30.0,0,0,56.9292,1,First,woman,False,E,Cherbourg,yes,True,3,1,1,56.9292
1,2,0,1.0,2,1,39.0,0,Second,child,False,F,Southampton,yes,False,4,4,0,9.75
0,3,1,20.0,0,0,8.6625,0,Third,woman,False,,Southampton,no,True,3,1,1,8.6625
1,2,1,34.0,1,1,32.5,0,Second,woman,False,,Southampton,yes,False,3,3,0,10.8333
0,1,0,45.0,0,0,35.5,0,First,man,True,,Southampton,no,True,1,1,1,35.5
1,2,1,36.0,0,0,13.0,0,Second,woman,False,D,Southampton,yes,True,3,1,1,13.0
0,3,0,39.0,0,0,7.925,0,Third,man,True,,Southampton,no,True,1,1,1,7.925
1,3,0,20.0,1,1,15.7417,1,Third,man,True,,Cherbourg,yes,False,1,3,0,5.2472
0,3,0,34.5,0,0,6.4375,1,Third,man,True,,Cherbourg,no,True,1,1,1,6.4375
0,3,0,28.0,0,0,9.5,0,Third,man,True,,Southampton,no,True,1,1,1,9.5
1,3,0,28.5,2,0,23.25,2,Third,man,True,,Queenstown,yes,False,1,3,0,7.75
0,3,0,28.5,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,1,10.0,0,2,24.15,0,Third,child,False,,Southampton,no,False,2,3,0,8.05
0,3,1,9.0,1,1,15.2458,1,Third,child,False,,Cherbourg,no,False,2,3,0,5.0819
0,3,0,28.5,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
0,3,0,20.5,0,0,7.25,0,Third,man,True,,Southampton,no,True,1,1,1,7.25
1,1,1,28.5,1,0,52.0,0,First,woman,False,C,Southampton,yes,False,3,2,0,26.0
1,1,1,36.0,0,0,135.6333,1,First,woman,False,C,Cherbourg,yes,True,3,1,1,135.6333
0,3,0,28.5,0,0,8.05,0,Third,man,True,,Southampton,no,True,1,1,1,8.05
0,3,0,28.5,0,0,7.55,0,Third,man,True,,Southampton,no,True,1,1,1,7.55
0,3,0,20.0,0,0,8.6625,0,Third,man,True,,Southampton,no,True,1,1,1,8.6625
0,3,1,22.0,0,0,10.5167,0,Third,woman,False,,Southampton,no,True,3,1,1,10.5167
0,2,0,39.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,3,1,37.0,0,0,9.5875,0,Third,woman,False,,Southampton,no,True,3,1,1,9.5875
1,2,1,48.0,1,2,65.0,0,Second,woman,False,,Southampton,yes,False,3,4,0,16.25
0,2,0,23.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
1,3,1,28.5,0,0,7.7375,2,Third,woman,False,,Queenstown,yes,True,3,1,1,7.7375
0,2,0,70.0,0,0,10.5,0,Second,man,True,,Southampton,no,True,1,1,1,10.5
0,3,1,32.0,1,1,15.5,2,Third,woman,False,,Queenstown,no,False,3,3,0,5.1667
0,3,0,16.0,1,1,20.25,0,Third,man,True,,Southampton,no,False,1,3,0,6.75
0,2,0,21.0,0,0,73.5,0,Second,man,True,,Southampton,no,True,1,1,1,73.5
0,3,0,28.5,0,0,7.25,0,Third,man,True,,Southampton,no,True,1,1,1,7.25
0,2,0,42.0,0,0,13.0,0,Second,man,True,,Southampton,no,True,1,1,1,13.0
0,3,0,24.0,0,0,7.7958,0,Third,man,True,,Southampton,no,True,1,1,1,7.7958
1,3,1,22.0,0,0,7.75,0,Third,woman,False,,Southampton,yes,True,3,1,1,7.75
0,3,0,40.0,0,0,7.225,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.225
1,1,0,0.92,1,2,151.55,0,First,child,False,C,Southampton,yes,False,4,4,0,37.8875
0,3,0,33.0,0,0,8.6625,1,Third,man,True,,Cherbourg,no,True,1,1,1,8.6625
0,3,0,18.0,0,0,7.775,0,Third,man,True,,Southampton,no,True,1,1,1,7.775
0,3,0,28.0,0,0,56.4958,0,Third,man,True,,Southampton,no,True,1,1,1,56.4958
0,2,0,37.0,1,0,26.0,0,Second,man,True,,Southampton,no,False,1,2,0,13.0
1,3,1,5.0,0,0,12.475,0,Third,child,False,,Southampton,yes,True,2,1,1,12.475
1,3,1,13.0,0,0,7.2292,1,Third,child,False,,Cherbourg,yes,True,2,1,1,7.2292
0,2,0,27.0,0,0,26.0,0,Second,man,True,,Southampton,no,True,1,1,1,26.0
0,2,1,38.0,0,0,13.0,0,Second,woman,False,,Southampton,no,True,3,1,1,13.0
0,3,0,42.0,0,0,7.55,0,Third,man,True,,Southampton,no,True,1,1,1,7.55
1,3,0,3.0,1,1,15.9,0,Third,child,False,,Southampton,yes,False,4,3,0,5.3
1,2,1,28.0,0,0,12.65,0,Second,woman,False,,Southampton,yes,True,3,1,1,12.65
1,1,1,50.0,0,1,247.5208,1,First,woman,False,B,Cherbourg,yes,False,3,2,0,123.7604
1,1,0,51.0,0,0,26.55,0,First,man,True,E,Southampton,yes,True,1,1,1,26.55
0,3,0,28.5,0,0,7.2292,1,Third,man,True,,Cherbourg,no,True,1,1,1,7.2292
1,1,1,26.0,0,0,78.85,0,First,woman,False,,Southampton,yes,True,3,1,1,78.85
0,3,0,28.5,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
1,1,1,24.0,0,0,49.5042,1,First,woman,False,C,Cherbourg,yes,True,3,1,1,49.5042
1,1,0,42.0,1,0,52.5542,0,First,man,True,D,Southampton,yes,False,1,2,0,26.2771
1,1,0,42.0,0,0,26.2875,0,First,man,True,E,Southampton,yes,True,1,1,1,26.2875
0,3,0,28.5,0,0,7.8958,0,Third,man,True,,Southampton,no,True,1,1,1,7.8958
0,2,0,36.0,1,2,27.75,0,Second,man,True,,Southampton,no,False,1,4,0,6.9375
1,1,1,19.0,0,2,26.2833,0,First,woman,False,D,Southampton,yes,False,3,3,0,8.7611
0,3,1,28.5,8,2,69.55,0,Third,woman,False,,Southampton,no,False,3,11,0,6.3227
0,1,0,65.0,0,0,26.55,0,First,man,True,E,Southampton,no,True,1,1,1,26.55
1,3,1,15.0,0,0,8.0292,2,Third,child,False,,Queenstown,yes,True,2,1,1,8.0292
1,3,1,28.5,0,0,7.225,1,Third,woman,False,,Cherbourg,yes,True,3,1,1,7.225
0,1,0,46.0,0,0,79.2,1,First,man,True,B,Cherbourg,no,True,1,1,1,79.2
0,1,0,28.0,0,0,47.1,0,First,man,True,,Southampton,no,True,1,1,1,47.1
1,2,1,50.0,0,1,26.0,0,Second,woman,False,,Southampton,yes,False,3,2,0,13.0
1,1,1,19.0,1,0,91.0792,1,First,woman,False,B,Cherbourg,yes,False,3,2,0,45.5396
1,3,1,28.5,1,0,24.15,2,Third,woman,False,,Queenstown,yes,False,3,2,0,12.075
1,1,0,25.0,1,0,55.4417,1,First,man,True,E,Cherbourg,yes,False,1,2,0,27.7208
1,1,1,62.0,0,0,80.0,0,First,woman,False,B,,yes,True,3,1,1,80.0
1,1,0,27.0,1,0,53.1,0,First,man,True,E,Southampton,yes,False,1,2,0,26.55
1,1,1,35.0,1,0,90.0,0,First,woman,False,C,Southampton,yes,False,3,2,0,45.0
0,3,0,28.5,0,0,15.1,0,Third,man,True,,Southampton,no,True,1,1,1,15.1
0,3,0,42.0,0,0,7.65,0,Third,man,True,F,Southampton,no,True,1,1,1,7.65
